protein,qseqid,query accession,sseqid,sscinames,bitscore,evalue,length,qlen,qcovs,slen,pident,staxids,stitle
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,gb|MFB8830573.1|,Azotobacter sp. CWF10,549,0,290,292,99,290,91.724,3344191,nitrogenase iron protein [Azotobacter sp. CWF10]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,ref|WP_165893566.1|,Azotobacter chroococcum,549,0,289,292,99,290,92.388,353,nitrogenase iron protein [Azotobacter chroococcum]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,gb|MDJ0738525.1|,Gammaproteobacteria bacterium,548,0,288,292,99,292,92.361,1913989,nitrogenase iron protein [Gammaproteobacteria bacterium]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,ref|WP_135441479.1|,Mangrovimicrobium sediminis,548,0,289,292,99,304,92.388,2562682,nitrogenase iron protein [Mangrovimicrobium sediminis]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,gb|MEW8322297.1|,Candidatus Thiodiazotropha taylori,548,0,288,292,99,292,92.708,2792791,nitrogenase iron protein [Candidatus Thiodiazotropha taylori]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,gb|MCG8017703.1|,Candidatus Thiodiazotropha sp. 'RUGA',548,0,288,292,99,292,92.708,2792788,nitrogenase iron protein [Candidatus Thiodiazotropha sp. 'RUGA']
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,ref|WP_188748037.1|,Marinobacterium zhoushanense,548,0,289,292,99,291,92.042,1679163,nitrogenase iron protein [Marinobacterium zhoushanense]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,ref|WP_091356304.1|,Amphritea atlantica,548,0,289,292,99,290,92.042,355243,nitrogenase iron protein [Amphritea atlantica]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,gb|MCG8023539.1|,Candidatus Thiodiazotropha endolucinida,548,0,288,292,99,291,91.667,1655433,nitrogenase iron protein [Candidatus Thiodiazotropha endolucinida]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,ref|WP_205210878.1|,Amphritea pacifica,548,0,289,292,99,290,92.042,2811233,nitrogenase iron protein [Amphritea pacifica]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,ref|WP_417763303.1|,Shewanella sp.,548,0,290,292,99,291,91.379,50422,nitrogenase iron protein [Shewanella sp.]
NifH,HBD_gamma11___contig_1_3153,HBD_gamma11,gb|MBA56596.1|,Pseudomonadales bacterium,548,0,289,292,99,291,92.042,1891229;2083498,nitrogenase iron protein [Pseudomonadales bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MAD47668.1|,Oceanospirillaceae bacterium,965,0,469,469,100,469,100,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Oceanospirillaceae bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_296981984.1|,unclassified Thalassolituus,881,0,469,469,100,469,89.979,1899355;1947653;1947665;2030822;2624967,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [unclassified Thalassolituus]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MDK2776215.1|,Pseudomonadota bacterium,749,0,467,469,99,468,78.158,1977087,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadota bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_416207412.1|,Oceanobacter antarcticus,743,0,451,469,96,478,79.823,3133425,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Oceanobacter antarcticus]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_369855649.1|,Candidatus Thalassolituus haligoni,742,0,451,469,96,478,79.601,3100113,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Candidatus Thalassolituus haligoni]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_305452067.1|,unclassified Oceanobacter,738,0,450,469,96,478,79.111,2620260;3062618;3062619;3062623,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [unclassified Oceanobacter]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_305415617.1|,Oceanobacter sp. 3_MG-2023,736,0,450,469,96,478,78.889,3062622,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Oceanobacter sp. 3_MG-2023]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_303433653.1|,Oceanobacter sp. 5_MG-2023,735,0,450,469,96,478,78.889,3062645,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Oceanobacter sp. 5_MG-2023]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MAR89768.1|,Pseudomonadales bacterium,694,0,453,469,97,464,73.951,1891229;1977087,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadales bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_135441257.1|,Mangrovimicrobium sediminis,692,0,466,469,99,463,71.03,2562682,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Mangrovimicrobium sediminis]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MFO1368822.1|,Marinagarivorans sp.,692,0,463,469,99,461,70.842,2023283,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Marinagarivorans sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_320818648.1|,Thalassolituus sp.,691,0,456,469,97,464,73.465,2030822,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Thalassolituus sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MAA58718.1|,Pseudomonadales bacterium,690,0,450,469,96,464,73.111,1891229;1913989;1977087;2083498,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadales bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_290584897.1|,unclassified Ketobacter,689,0,450,469,96,464,73.111,2072747;2083498;2639109,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [unclassified Ketobacter]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MBA55572.1|,Pseudomonadales bacterium,689,0,461,469,97,464,71.367,1891229,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadales bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|TNC84543.1|,Alcanivorax sp.,689,0,450,469,96,464,73.111,1872427,MAG: nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Alcanivorax sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_418259624.1|,Haliea sp. E17,689,0,465,469,99,463,70.753,3401576,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Haliea sp. E17]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|RLU02519.1|,Ketobacter sp.,688,0,461,469,97,464,71.367,2083498,MAG: nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Ketobacter sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MGB1060893.1|,Ketobacter sp.,687,0,447,469,95,458,73.378,2083498,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Ketobacter sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_290575577.1|,Ketobacter sp.,687,0,450,469,96,464,72.667,2083498,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Ketobacter sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MEE2730204.1|,Pseudomonadota bacterium,686,0,450,469,96,464,72.667,1977087,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadota bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_160965886.1|,Pseudomaricurvus sp. HS19,683,0,464,469,99,463,70.474,2692626,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomaricurvus sp. HS19]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|TNE76734.1|,Gammaproteobacteria bacterium,679,0,453,469,97,464,71.965,1913989,MAG: nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Gammaproteobacteria bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,dbj|GAB1260409.1|,Cellvibrionaceae bacterium NBRC 116180,677,0,475,469,99,475,67.158,3157693,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Cellvibrionaceae bacterium NBRC 116180]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_283173841.1|,Parathalassolituus penaei,677,0,450,469,96,463,73.111,2997323,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Parathalassolituus penaei]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,dbj|BFR61757.1|,Cellvibrionaceae bacterium NBRC 116180,676,0,475,469,99,475,67.158,3157693,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Cellvibrionaceae bacterium NBRC 116180]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_304843987.1|,Fluviicoccus sp.,650,0,455,469,97,461,67.912,2003552,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Fluviicoccus sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_018277211.1|,Teredinibacter turnerae,644,0,458,469,97,461,67.249,2426;1056820,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Teredinibacter turnerae]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_018415164.1|,Teredinibacter turnerae,643,0,458,469,97,461,67.031,2426;1056819;1070977;1206095,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Teredinibacter turnerae]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_045825339.1|,Teredinibacter turnerae,642,0,458,469,97,461,67.031,2426,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Teredinibacter turnerae]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_015820369.1|,Teredinibacter turnerae,640,0,459,469,97,461,66.885,2426;377629;1056818;1073969,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Teredinibacter turnerae]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_339075257.1|,Teredinibacter turnerae,640,0,459,469,97,461,66.885,2426,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Teredinibacter turnerae]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_018013653.1|,Teredinibacter turnerae,640,0,459,469,97,461,66.885,2426;1056817,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Teredinibacter turnerae]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_276784461.1|,Thalassolituus oleivorans,639,0,445,469,95,457,68.315,187493,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Thalassolituus oleivorans]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MBL4832559.1|,Pseudomonas sp.,638,0,445,469,95,457,68.09,306,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_221797308.1|,Oceanobacter mangrovi,635,0,461,469,98,464,64.642,2862510,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Oceanobacter mangrovi]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|NPU93497.1|,Gammaproteobacteria bacterium,635,0,451,469,96,457,67.184,1913989,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Gammaproteobacteria bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MFZ5605550.1|,Pseudomonadota bacterium,633,0,451,469,96,459,66.741,1977087,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadota bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MFT3931133.1|,Spongiibacteraceae bacterium,630,0,451,469,96,459,66.297,2026793,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Spongiibacteraceae bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_233089727.1|,Sessilibacter corallicola,628,0,458,469,97,457,66.812,2904075,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Sessilibacter corallicola]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,emb|SMF28499.1|,Alteromonadaceae bacterium Bs31,627,0,467,469,99,466,64.454,1304903,nitrogenase molybdenum-iron protein NifN [Alteromonadaceae bacterium Bs31]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,tpg|HEX4974479.1|,Pseudomonadales bacterium,625,0,454,469,97,458,65.639,1891229,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadales bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MCG8314918.1|,Pseudomonadales bacterium,623,0,463,469,99,478,61.339,1891229,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadales bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MAR01319.1|,Oceanospirillaceae bacterium,620,0,454,469,97,458,63.877,1899355;1914300,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Oceanospirillaceae bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_065835940.1|,Pseudomonas syringae,617,0,459,469,98,458,64.706,317,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas syringae]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|OHC70628.1|,Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210,617,0,451,469,96,458,64.967,1802007,MAG: nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MBM96992.1|,Oceanospirillaceae bacterium,614,0,459,469,98,470,64.052,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Oceanospirillaceae bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_075185638.1|,Teredinibacter haidensis,614,0,456,469,96,460,64.035,2731755,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Teredinibacter haidensis]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_172150875.1|,Pseudomonas tumuqii,614,0,451,469,96,458,64.745,2715755,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas tumuqii]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_229606647.1|,Pseudomonas,612,0,451,469,96,458,65.854,286;2892443;3252651,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,dbj|GAB2197320.1|,Sessilibacter sp. MAH3,612,0,455,469,96,476,63.736,3394572;3394573,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Sessilibacter sp. MAH3]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,dbj|GAB2190327.1|,Sessilibacter sp. MAH1,610,0,455,469,96,476,63.297,3394570;3394571,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Sessilibacter sp. MAH1]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MCG8534950.1|,Pseudomonadales bacterium,610,0,456,469,96,467,62.061,1891229,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadales bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_036190082.1|,Marinobacterium lacunae,609,0,464,469,99,460,64.44,1232683,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Marinobacterium lacunae]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_320548680.1|,Pseudomonas sp. AN-1,608,0,451,469,96,458,66.075,3096605,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas sp. AN-1]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,tpg|HYQ39294.1|,Pseudomonas sp.,607,0,458,469,98,459,64.629,306,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_317929961.1|,Halioxenophilus sp. WMMB6,607,0,458,469,96,479,61.79,3073815,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Halioxenophilus sp. WMMB6]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_201485700.1|,Pseudomonas sp. OF001,607,0,458,469,98,458,66.376,2772300,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas sp. OF001]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MBR9882899.1|,Oceanospirillales bacterium,606,0,464,469,99,460,64.224,1914300,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Oceanospirillales bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_136491674.1|,Pseudomonas sp. A-1,605,0,451,469,96,458,66.962,1821274,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas sp. A-1]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_131253862.1|,Azotobacter chroococcum,603,0,458,469,98,458,63.319,353,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter chroococcum]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MBS99354.1|,Oceanospirillaceae bacterium,603,0,458,469,98,461,63.319,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Oceanospirillaceae bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_136888215.1|,Azotobacter chroococcum,602,0,458,469,98,458,63.319,353,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter chroococcum]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_027854798.1|,Marinobacterium litorale,602,0,458,469,98,461,63.319,404770;1122201,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Marinobacterium litorale]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_090938100.1|,Azotobacter beijerinckii,602,0,458,469,98,458,63.537,170623,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter beijerinckii]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_152387820.1|,Azotobacter salinestris,602,0,458,469,98,458,63.1,69964,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter salinestris]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_217414958.1|,Marinobacterium ramblicola,602,0,462,469,99,460,63.203,2849041,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Marinobacterium ramblicola]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_131298265.1|,Azotobacter chroococcum,602,0,458,469,98,458,63.319,353,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter chroococcum]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_317686351.1|,Azotobacter beijerinckii,602,0,458,469,98,458,63.537,170623,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter beijerinckii]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_131339938.1|,Azotobacter chroococcum,601,0,458,469,98,458,63.1,353;2528971,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter chroococcum]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_039800846.1|,Azotobacter chroococcum,601,0,458,469,98,458,63.319,353;1328314,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter chroococcum]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_090347264.1|,Pseudomonas oryzae,600,0,451,469,96,458,66.297,1392877,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas oryzae]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_090619173.1|,Azotobacter beijerinckii,600,0,458,469,98,458,63.319,170623,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter beijerinckii]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_090899904.1|,Azotobacter beijerinckii,600,0,458,469,98,458,63.319,170623,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter beijerinckii]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_132286922.1|,Marinobacterium mangrovicola,600,0,455,469,97,460,62.418,1476959,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Marinobacterium mangrovicola]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_089166740.1|,Azotobacter chroococcum,600,0,458,469,98,458,63.1,353,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter chroococcum]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_165893573.1|,Azotobacter chroococcum,600,0,458,469,98,458,63.1,353,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter chroococcum]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_349572208.1|,Azotobacter salinestris,600,0,458,469,98,458,63.1,69964,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter salinestris]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_090731367.1|,Azotobacter beijerinckii,598,0,458,469,98,458,63.319,170623,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter beijerinckii]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_188748012.1|,Marinobacterium zhoushanense,598,0,453,469,97,460,63.576,1679163,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Marinobacterium zhoushanense]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_104002699.1|,Marinobacterium lutimaris,597,0,455,469,97,460,61.538,568106,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Marinobacterium lutimaris]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MEM0910295.1|,Pseudomonadota bacterium,597,0,455,469,96,455,63.077,1977087,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadota bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_044617326.1|,Gynuella sunshinyii,597,0,450,469,96,465,63.111,1445505;1445510,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Gynuella sunshinyii]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MCM2321480.1|,Pseudomonas sp.,596,0,451,469,96,458,66.741,306,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_102654340.1|,Billgrantia endophytica,592,0,451,469,96,460,65.632,2033802,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Billgrantia endophytica]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MCQ4346756.1|,Stutzerimonas stutzeri,592,0,451,469,96,458,66.519,316,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Stutzerimonas stutzeri]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_092432474.1|,Geopseudomonas sagittaria,591,0,451,469,96,458,65.632,1135990,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Geopseudomonas sagittaria]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_302227872.1|,Azotobacter vinelandii,588,0,451,469,96,458,64.302,354,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter vinelandii]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MEJ2141948.1|,Gammaproteobacteria bacterium,587,0,456,469,97,460,60.746,1913989,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Gammaproteobacteria bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_012698839.1|,Azotobacter,587,0,451,469,96,458,64.08,352;354;322710;1283330;1283331;1314750;3083257,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_338460353.1|,Azotobacter vinelandii,587,0,451,469,96,458,64.08,354;322710,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter vinelandii]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_376947721.1|,Azorhizophilus paspali,585,0,451,469,96,458,64.08,69963,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azorhizophilus paspali]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_183166812.1|,Azomonas macrocytogenes,584,0,456,469,97,455,62.061,69962,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azomonas macrocytogenes]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_331152995.1|,Pseudomonas sp.,578,0,453,469,97,457,62.914,306,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MBA4690030.1|,Pseudomonas sp.,577,0,458,469,98,458,62.227,306,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonas sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|NJO16525.1|,Thioploca sp.,576,0,455,469,97,463,60.659,2268140,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Thioploca sp.]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|NNM51971.1|,Pseudomonadales bacterium,576,0,451,469,96,463,61.197,1891229,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Pseudomonadales bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,gb|MEJ2645700.1|,Gammaproteobacteria bacterium,575,0,452,469,96,470,60.398,1913989,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Gammaproteobacteria bacterium]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_386364803.1|,Stutzerimonas tarimensis,573,0,451,469,96,458,64.523,1507735,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Stutzerimonas tarimensis]
NifN,HBD_gamma6___contig_1_3024,HBD_gamma6,ref|WP_377814340.1|,Azotobacter bryophylli,572,0,458,469,98,459,63.974,1986537,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN [Azotobacter bryophylli]
NifE,HBD_gamma6___contig_1_3025,HBD_gamma6,gb|MAD47667.1|,Oceanospirillaceae bacterium,978,0,471,471,100,471,100,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanospirillaceae bacterium]
NifE,HBD_gamma6___contig_1_3025,HBD_gamma6,gb|MAK92987.1|,Thalassolituus sp.,902,0,470,471,99,471,92.34,2030822,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Thalassolituus sp.]
NifE,HBD_gamma6___contig_1_3025,HBD_gamma6,ref|WP_296981982.1|,unclassified Thalassolituus,900,0,470,471,99,471,92.128,1899355;1947653;1947665;2624967,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [unclassified Thalassolituus]
NifE,HBD_gamma6___contig_1_3025,HBD_gamma6,gb|MAX99583.1|,Oceanospirillaceae bacterium,883,0,470,471,99,471,90.638,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanospirillaceae bacterium]
